names phi theta dt Tspan wn log10_A_dm log10_A_red log10_A_sv g_dm g_red g_sv
pulsar_1 0.2861250642609051 0.2679918995544819 820624.1978438107 10.466420799296055 0.10988540290279532 -16.462961829869837 -44.62980865169369 -43.45335488270178 0.5916678662326323 4.0186112064896236 2.1044686610262784
pulsar_2 5.1039291623684235 2.705918124275554 894484.8561194978 10.015214654492773 0.05054986672194768 -44.19084985151326 -13.10697656629139 -46.02376658137894 1.8774489575448952 1.6865252745495385 2.7909613891502207
pulsar_3 2.3195069344599544 1.8258685573165314 793637.1279298039 9.916701752490946 0.07174817385738844 -13.433744359829584 -46.61264188304672 -46.88961962081433 3.534935298899549 1.186241849327276 3.571002089643207
pulsar_4 5.327348508871537 1.4752395120732436 833691.8950726395 10.20946024763719 0.11055560222080274 -15.334281054232736 -46.40360570076601 -46.09548317484235 2.785055278365393 3.8070846458146725 4.132133461958091
pulsar_5 2.833069323178292 0.41857164518826256 867643.7881965288 10.17851882480731 0.4213063472354038 -43.3677954140209 -44.49641910080069 -43.94447632714346 3.6092488514878536 4.5931901890503894 4.119940640070956
pulsar_6 3.706318901907375 0.4811548630439459 827724.8830387346 10.355603195616268 0.027689893322746625 -43.77061076896845 -16.61491596413658 -44.63188295802119 1.5056249366903205 3.5792855950037223 2.892710319278184
pulsar_7 5.110503409795484 0.7970570564673461 889316.3175204439 10.084628344070454 0.3001832212120016 -13.04362075805945 -44.622487024370685 -44.59549491826003 3.44939633854838 2.5149418728079462 1.089227965797805
pulsar_8 5.364581067211725 0.4804898760797149 825952.4033732902 9.704776825134577 0.10169510433908449 -46.84861684450466 -45.86493733408868 -46.323339859525824 3.7427935716751533 2.245551644966162 4.80843980605358
pulsar_9 1.0753155790995506 1.0781546268282236 884625.7218939128 9.793507838336694 0.14908540902623027 -46.55426414561665 -46.37293615550074 -46.85239666798929 0.7677131532381543 2.9330126668053595 1.2200006976258804
pulsar_10 5.551689167630673 0.4894230566141579 815836.9651932621 9.823368396336598 0.2650307183760499 -16.302089492907328 -44.65299141618974 -43.97464440307418 3.7184982894648853 3.428254699484154 4.307822906681889
pulsar_11 4.130325735595065 2.0452463654536666 914774.6536699494 9.93034986595312 0.07558982048220858 -16.516194403668333 -44.83227711595069 -44.744578405116336 1.8089400939100788 2.904708324952409 0.9433081209769028
pulsar_12 0.7094496077571564 0.787255817549841 902170.5195260567 9.784975407253699 0.20087696997741006 -43.182356443318014 -44.16146083516615 -44.38025388907793 0.5556514539148687 2.3044289461654914 1.793208435564448
pulsar_13 0.8657251190325662 1.81278726112277 895724.6003146828 10.216817657457597 0.10102139971486644 -15.767371750029394 -15.259609681251538 -46.21282904293658 1.6478705972714656 4.843831062492177 3.1775044975688607
pulsar_14 4.766805049384981 0.2756358002614891 819232.6478298154 9.7449367460552 0.10485345836847965 -13.676629348657725 -43.4712003762752 -46.51026672321829 4.4232959907585485 4.393015313008133 3.117106815003776
pulsar_15 6.131173426883074 2.354977802938773 881580.6959668311 10.773414941908158 0.06841054727678673 -45.000976827914535 -45.96925567413451 -46.75348074250308 1.130286561185688 4.4477042183763436 3.948952177343819
pulsar_16 1.6905716514561484 1.2548997161614033 826942.8492396208 9.990887150905884 0.10790532296620457 -46.5127063788642 -15.94988381573086 -44.64840296982533 1.7978578482884389 1.14897577314462 4.9588269654997
pulsar_17 0.2039050347748148 2.5433908747884915 854879.1042542479 10.320515153146768 0.061460138908668756 -14.657230936584545 -44.90051057472424 -46.812261312954995 4.084670311158002 2.1267716878435947 4.470811237856774
pulsar_18 0.783449441354992 0.5012238822160467 800679.2078185712 10.260148994667961 0.05696426436804619 -45.644106553681674 -13.600170286583761 -46.37947779699573 3.2495385725541737 4.64542624676983 1.9417272935455205
pulsar_19 4.358425998663271 2.508130230753438 816910.4671203176 10.278837691877651 0.046987498078239286 -16.20524209329161 -43.334967397597474 -43.502713322576014 1.888349828905847 1.561951051038629 0.8447787922201313
pulsar_20 5.963463534977424 2.521380287349197 821483.9055828067 10.520863796595338 0.09409039908647986 -46.43845003538401 -13.9348552952401 -45.437096060139005 2.581296982996805 2.5590293318685835 2.1361987160540017
pulsar_21 2.8371824347382066 0.9409859224132283 902499.1952238276 9.90263562515706 0.08926325106091981 -45.66769717772816 -44.32643581380813 -45.8989625752231 3.9377542311127764 3.804092495396476 2.476333422544328
pulsar_22 1.731587676535304 1.8320350938916423 829922.1161518701 9.900473956452116 0.032164986384250686 -16.83982645025714 -46.2929916584968 -46.48002883565913 4.52180620582257 1.0387128363298928 3.130327642788639
pulsar_23 3.3069195942230323 2.568561574666258 810882.6491298935 10.427957427252512 0.03796608576804714 -15.674370371743063 -15.566187611305567 -43.6015136043097 2.3161565821091 4.608300621125458 2.3063458372806354
pulsar_24 1.681496831310046 1.1066167120647115 850422.0923774197 9.801815774299476 0.2501566476302328 -45.90581810713918 -13.456229905070069 -46.873252353499524 0.9645997849274514 4.940797182464525 1.218987021471035
pulsar_25 3.8024163165729457 2.025610970092852 914082.8984497151 10.15157879101999 0.0921425301276705 -14.684823542354613 -14.309738300168458 -46.662434633889795 0.3750305633355081 4.300567827018775 0.7903026256225208
pulsar_26 2.845074029576661 0.662519375100957 816768.9471096649 10.090679546646278 0.16353175351703886 -45.65469543909412 -43.791913842180485 -45.53627325577153 1.2754150658092467 1.1232091767084877 4.606053055985278
