names phi theta dt Tspan wn log10_A_dm log10_A_red log10_A_sv g_dm g_red g_sv
pulsar_1 1.736075782477731 1.3282837456863996 769820.6822059421 10.533784900228849 0.0500420808029375 -14.60902607222012 -43.556670577430005 -45.31329664298978 1.2998781499776333 1.8860423815307819 0.2948019913437139
pulsar_2 4.305311847083337 2.3850617401629832 858207.0070802998 9.977754290248592 0.024547915912783404 -45.86865688970322 -45.66427731991758 -44.9018200592822 0.7551033601898519 3.200446294087476 3.126638026579514
pulsar_3 4.699975400349471 2.217849865104931 905024.6228123099 9.888643867801504 0.11400399365967613 -45.62464558016932 -43.68065007675062 -43.45521267709479 4.9497367332092805 3.9461923056234025 1.0295604881391331
pulsar_4 2.718969624498279 0.7875864216641757 870716.4795705621 10.028549988715524 0.3098711508959991 -43.20818219157364 -45.44984704020434 -43.61691604938741 2.6979399628570078 2.540624814752594 4.614147710432216
pulsar_5 4.482527179685728 1.0155085327592261 815561.217007335 10.012800498821138 0.064996202384161 -46.40575571541993 -44.379239639356705 -45.84711060801811 2.5711800059439485 3.087138203063857 2.5881824038759578
pulsar_6 3.855365500015215 1.6045894516898838 945271.9498541942 9.671019596698917 0.1924041668214958 -14.39722638633211 -13.506956785643782 -43.86901610201147 0.37165935606971084 3.9735230255872778 2.353130107093901
pulsar_7 1.7670645763934125 2.2537669796036464 815843.3878349983 10.141217570987749 0.3327999795914976 -13.352622675378486 -46.533150396938865 -45.33593941270766 4.136455162381219 2.9684888093379387 0.6314642689825757
pulsar_8 4.727921445928821 1.1346292741422308 856016.077369404 10.343234861419221 0.15906279931956294 -43.707106550951394 -16.165362641699502 -44.27927665452861 2.2355269981312045 4.2806044661152685 3.631911099023952
pulsar_9 3.6173899061332597 2.8886667552106027 841938.5629865875 10.010332232826231 0.09696785657845981 -13.385553161019292 -16.192343885174978 -44.912840247778284 3.644216451262413 3.638048047413057 2.362682381297267
pulsar_10 1.6560767092739743 1.791103146376702 833776.8301379925 9.956610989375307 0.07300920552533595 -45.411535723828834 -15.912385236499148 -43.501006373003904 3.27607141847586 1.6136644174376396 1.0112880067753454
pulsar_11 1.0950078096216422 1.9442230667538072 840117.7058891368 10.003040766202746 0.25956983717697324 -16.149702230263884 -13.698640613715227 -43.60500287743095 0.8298125256946289 2.286602970162717 0.8322149150886474
pulsar_12 6.201751406061747 1.9067872319543144 870165.4374892495 9.85056571051038 0.12383740936847967 -46.985496196483794 -44.735179751705935 -44.94298537258459 3.427661923776975 2.92714606198203 2.4305330772422953
