names phi theta dt Tspan wn log10_A_dm log10_A_red log10_A_sv g_dm g_red g_sv
pulsar_1 1.188416741423684 0.5444091385647046 844665.8157728225 10.14053687154831 0.13126816707388375 -13.933564408761868 -43.443067264114454 -43.2360125925091 0.5325406954774539 0.9693760084651938 4.894342365411934
pulsar_2 3.7159003265608725 0.5238205229676667 920566.6063076489 9.932302807295196 0.29918973029390167 -15.612892206436024 -14.013696804893698 -43.229837983139376 1.6880149088457834 0.5682108456682985 4.955804819110515
pulsar_3 1.7664915278077997 1.7528874465795918 860748.2709167774 10.193246055055754 0.1562473623498959 -43.3363754800954 -46.175206245261265 -45.56062387563733 3.32416452537295 0.8043264525521221 0.9878888158886241
pulsar_4 0.3465681864059526 2.3046831761961806 894900.9873813521 9.992810321373842 0.061025181119672096 -46.6891788739075 -45.5739379467801 -45.544732566004555 4.668513544945458 4.87685891418918 0.6886337977340542
pulsar_5 2.093922409127865 1.5767563198557784 913785.7435235322 10.226826641418306 0.14297743047166164 -14.854898899678663 -46.72551857536587 -46.58798314156235 0.3890423953325587 1.9535915741777032 4.332108601869738
pulsar_6 5.121650904742963 1.2427183223814553 789443.9895618462 9.767457640745121 0.1531294759586566 -14.72155859129308 -43.99249378642752 -46.67066909497028 3.4921832471896597 1.088844153688071 3.5938086709527317
pulsar_7 0.4777524447416985 2.7085430230497 899580.8660775973 10.026053900495798 0.04132845842635423 -15.323945613423831 -16.04531653961254 -43.147247285833444 1.9755793362757452 4.418607760854559 4.9769854688179995
pulsar_8 1.5360147674318116 2.2658930329512006 839411.1045734389 9.675519407196946 0.09746428567550015 -15.974082637485658 -13.788625196705942 -44.89386229594862 3.881918328714724 4.07493699570084 1.6241587949750746
pulsar_9 1.524498282271341 1.5162606316817826 830317.0081908925 10.12077608745607 0.18848254265267528 -45.51699352027795 -43.60937121384815 -43.72162140287345 1.2536494294655136 3.386207762190742 0.9803959888595217
pulsar_10 0.9767416382649431 1.394102808872346 859694.3735043495 10.180876363127638 0.17322682779369997 -16.009722442359372 -13.50880788546146 -43.248686978867966 3.5296097992176927 1.1158481762156391 2.4967620732139526
pulsar_11 1.9855709508773014 1.9349952008508349 849249.1146967075 9.871531295754568 0.13580014298124132 -15.428655737893282 -14.814900831118589 -43.44588299309741 2.2215648451854486 0.769291851943362 0.265984195744824
pulsar_12 1.4094398379759785 1.15936239251202 902899.8217782174 10.304281885727809 0.2127990923983231 -14.53596232162959 -45.271741351254676 -45.500499136630296 3.3326828872456 3.74557396941814 2.1456010188322763
pulsar_13 3.181790119282892 2.097933727902046 921031.9491170805 10.398280217504656 0.05463982190170745 -45.98697428616327 -43.911250693113246 -44.5237228905051 2.2029957203438553 3.925637190988383 1.4297987678923316
pulsar_14 2.572020642193263 0.39611198322060254 908350.2129005012 10.116858227381552 0.2151404154571371 -45.96013003314768 -43.39552828986936 -43.56810403702859 1.0482309088746637 2.3835604707728133 1.7459147386727878
pulsar_15 1.166849698980954 2.2187539952601685 813769.2159053843 9.728467645228196 0.3668788106997961 -45.66192361879661 -43.69937096446334 -45.43857615217675 2.6119974092249896 4.989332904529851 1.1734337675137119
pulsar_16 3.227680400903151 2.028736256811132 880069.7421577725 9.715844451576132 0.0724012505008176 -43.13682221374951 -15.05330214769557 -43.93595886930764 0.40317308842962746 0.7232474055979049 2.535736237309662
