names phi theta dt Tspan wn log10_A_dm log10_A_red log10_A_sv g_dm g_red g_sv
pulsar_1 1.0723352324087547 1.4820629655677051 903134.83866224 10.216716372834124 0.15696376415579466 -13.294461340582508 -14.844042774140958 -43.821212002438685 2.330311199517887 3.895022126767741 2.8547351699164785
pulsar_2 1.851593294116885 1.408703345512505 884796.6305535913 9.962507333071441 0.233917331410282 -14.644340340094187 -14.978887258318512 -46.52819478621845 2.1998937241392165 1.7799119639618926 1.3404397989332024
pulsar_3 5.403944036012747 0.8231618748519155 847413.7673127851 9.787535070372947 0.05104846811796778 -16.30820821975353 -13.354787877201549 -43.49688682293039 1.2284726204061054 4.364580232916596 0.47330664772183745
pulsar_4 1.9672897901069706 0.7862718565700931 879725.4289119841 9.737290624469912 0.08487338540821915 -46.877191578202265 -43.96018346306434 -46.311322801063895 2.1848213463453323 4.056997145102292 3.7183012457890543
pulsar_5 2.321468592895449 1.5342617117945163 843058.2802260969 9.997033043946418 0.08714227224749066 -45.46001190738156 -43.24106405099639 -46.230305614745 4.83706357036258 4.13815711015868 3.64247482209982
pulsar_6 0.05151126854096706 1.261594277891999 876015.1347796632 9.831127820745438 0.10022645493457966 -14.376142287242184 -46.722942846770444 -44.38879515203283 2.1380156644903066 1.3871062943562822 1.9706748035940815
pulsar_7 2.2806210171082357 1.3540359207949606 909947.0206682747 10.104986957861575 0.07107254914635867 -44.714393206993286 -13.455984851566779 -43.71423432259302 1.4190107461630188 0.4269591253074016 2.5253244174028167
pulsar_8 3.804121269061264 2.4231058878114347 856416.8380643829 9.75765597119436 0.24910828491479445 -44.23683564810226 -46.86820227677813 -45.37185380547817 1.290776239961294 1.2678749196580732 2.3423039088185273
pulsar_9 2.670019677893031 1.6779245464428774 850072.0303794211 9.779457075951361 0.06155919721307605 -46.225635425370584 -13.829296941831188 -43.929601985407075 3.81048698362918 3.9382958083779345 3.8165157071493776
pulsar_10 3.4620707801000448 2.1099328640038406 866796.0229410884 10.432499440195604 0.019136644373098203 -14.782386350627744 -15.377019025204874 -46.26230437458712 4.373671055515381 3.804143121311418 3.6047322315952117
pulsar_11 4.6403000056064405 1.2925281235330008 870509.3836721806 10.721109527529414 0.1033764328316535 -15.120628149285302 -14.597238226479316 -43.73766711914992 4.155995323697907 4.270712929963825 0.5939716856842594
pulsar_12 4.885903706406797 0.26883924959291744 936834.4176574494 9.867906616225511 0.04396365183580985 -46.33952060472684 -44.81223908030906 -43.79414295108779 3.6898065430428604 3.8119178770442965 4.468215660389552
pulsar_13 5.172067693165051 2.267219570409013 876249.1551542222 10.111895405825518 0.08918343187024978 -46.0195752430612 -16.489205519241818 -45.855346777880584 3.8170295610964553 4.796325737805693 3.044658816888166
pulsar_14 3.2154906872488955 1.377730277686975 888639.3435736999 9.922446589498968 0.0782460324418535 -44.08239877222812 -46.15900807451839 -44.2647138941966 2.042352585209138 2.502703837012133 2.1612183866194226
pulsar_15 5.597341093405775 0.7268617434460829 912221.6487727854 10.028600063917523 0.2004261002434423 -43.88556008080657 -14.053565684633131 -45.71723266785807 3.288484999769618 4.657448253794431 0.8557972996016684
pulsar_16 0.9269970218426113 0.9738024393308468 867491.8936076993 9.933702520398885 0.13148100240417085 -15.1858087232893 -16.24948713114126 -45.366141100073705 3.6316234656018294 3.7376036184736208 1.684613192205044
pulsar_17 5.727138633584888 1.2412220859354173 792330.9602183375 9.914281932384759 0.17108401874544352 -15.061525171725652 -16.232509922681665 -43.54839282151168 2.1448487427051433 4.538614516091507 3.537332125396575
pulsar_18 2.530429444201232 0.7618177195805484 768995.4542767609 9.91255667143405 0.061228808250809286 -15.770201435946023 -16.080618849344262 -43.75689306553734 1.1567464648251307 0.9741424010890654 0.8968716172766509
pulsar_19 4.869911990078611 2.98168655321471 866390.9119060315 10.075432618482878 0.22510806702965172 -15.346612015056674 -45.23969144425722 -44.72071177729552 1.0223015976782313 4.37294155886647 2.9803926258600884
pulsar_20 3.9889110895582247 0.622131402200614 848149.4320651444 9.798120734110563 0.026264259718069425 -45.04560146123618 -16.851550711169942 -43.78976176727299 1.3423295882918052 0.9447568492333503 0.819958536883767
pulsar_21 4.114807206975918 1.10904659210937 957095.0176389257 9.839093670616036 0.11293607516628004 -16.76520621164096 -43.32845188215818 -43.927769617219354 3.5240750600820343 0.5869437033981645 3.006364114640166
pulsar_22 3.449707431630836 1.489874278949597 916366.3833189519 9.97078246970142 0.2237350186463223 -14.191598772848717 -43.188342139186204 -44.606093428490176 3.468549549758063 0.25256984037878627 3.2056837654591956
pulsar_23 1.6592345669481976 0.8019509596240425 885902.4543551216 9.949164553689485 0.14187174085822993 -46.01848223555706 -13.619648299672335 -43.028994667390094 2.6110338932144512 4.477824000027958 2.5550943383293014
pulsar_24 2.547551962489584 1.5237923306661225 835416.7696896514 9.95243456747793 0.17011851303456016 -16.52401205630217 -15.173654638644425 -44.705942530815996 2.8213402559485474 3.6507891395765513 2.782672346565083
